respondent,gender,region,important,prefer_comma,heard_comma,care_comma,write_following,data_noun,care_data,care_grammar,age,income,education
693,Male,New England,Yes,Yes,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,57,70781,Some college or Associate degree
694,not Male,Pacific,No,Yes,Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,19,79711,Graduate degree
695,not Male,South Atlantic,Yes,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,47,39824,Graduate degree
696,not Male,Mountain,Yes,No,Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,29,67465,Some college or Associate degree
697,Male,Middle Atlantic,No,No,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Neutral,59,30193,Some college or Associate degree
698,Male,New England,Yes,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,22,66615,High school degree
699,not Male,Middle Atlantic,Yes,Yes,No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,A lot,Very important,23,160216,Graduate degree
700,Male,South Atlantic,Yes,No,No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Some,Very important,50,94216,NA
701,Male,East North Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,20,111132,High school degree
702,not Male,New England,Yes,No,No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Some,Very important,31,161596,Graduate degree
703,not Male,South Atlantic,No,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,A lot,Somewhat important,24,23789,Graduate degree
705,not Male,West South Central,Yes,Yes,Yes,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,53,51280,Some college or Associate degree
706,not Male,East South Central,Yes,No,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,41,48512,Some college or Associate degree
707,Male,Pacific,No,No,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,19,92922,Bachelor degree
708,not Male,South Atlantic,Yes,No,Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,50,34774,Bachelor degree
709,Male,South Atlantic,No,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Somewhat important,33,35678,Graduate degree
710,Male,Pacific,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,A lot,Very important,27,148177,Graduate degree
711,not Male,East North Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,18,57625,Bachelor degree
712,Male,East North Central,No,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Somewhat important,39,23309,Some college or Associate degree
713,not Male,East North Central,Yes,Yes,Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Very important,54,64028,Graduate degree
714,Male,Pacific,No,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,53,70671,Bachelor degree
715,not Male,West South Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,35,121907,Bachelor degree
716,not Male,Pacific,No,Yes,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,29,121652,Some college or Associate degree
717,not Male,West South Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,54,112472,Some college or Associate degree
718,Male,Middle Atlantic,Yes,No,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,23,155737,Bachelor degree
719,not Male,New England,No,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Somewhat important,22,44536,High school degree
720,Male,Middle Atlantic,No,No,No,Not much,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Some,Somewhat important,57,93690,Bachelor degree
721,Male,West North Central,Yes,No,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Very important,56,114225,Bachelor degree
722,not Male,West South Central,No,No,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Somewhat important,31,64908,Some college or Associate degree
723,Male,South Atlantic,Yes,No,Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Not much,Very important,19,182511,Some college or Associate degree
724,Male,Pacific,Yes,No,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,46,128055,Bachelor degree
725,not Male,Middle Atlantic,No,No,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,51,152589,Bachelor degree
726,Male,Middle Atlantic,No,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,20,20629,Bachelor degree
727,not Male,Middle Atlantic,No,No,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Somewhat important,19,60623,Some college or Associate degree
728,not Male,East North Central,Yes,No,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,23,85635,Some college or Associate degree
729,not Male,South Atlantic,Yes,Yes,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,23,89582,Some college or Associate degree
730,not Male,South Atlantic,No,Yes,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,44,21225,Some college or Associate degree
731,Male,South Atlantic,No,Yes,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Somewhat important,45,53877,Some college or Associate degree
732,Male,Middle Atlantic,Yes,No,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,41,56520,Some college or Associate degree
733,not Male,West North Central,No,No,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,32,48544,Less than high school degree
734,Male,Middle Atlantic,Yes,No,No,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,54,35345,Bachelor degree
735,not Male,West North Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,44,133265,Bachelor degree
736,Male,East North Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Very important,21,90250,Graduate degree
737,not Male,Pacific,No,No,No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Somewhat important,21,34796,NA
738,not Male,West South Central,No,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Somewhat important,26,46524,Some college or Associate degree
739,Male,Pacific,No,No,Yes,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Somewhat important,26,24978,Some college or Associate degree
740,not Male,Middle Atlantic,No,Yes,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Somewhat important,22,148618,Bachelor degree
741,Male,Mountain,Yes,Yes,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,37,89226,Graduate degree
742,not Male,East North Central,Yes,Yes,No,Not much,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Not much,Very important,53,24282,Less than high school degree
743,Male,Pacific,No,Yes,Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Somewhat important,59,75143,Graduate degree
744,Male,East North Central,No,No,Yes,Not at all,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Not much,Somewhat important,52,72987,Graduate degree
745,Male,East North Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Very important,57,154044,Graduate degree
746,Male,Middle Atlantic,Yes,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,54,39512,Some college or Associate degree
747,not Male,Mountain,No,No,Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Plural,Not much,Somewhat important,37,83835,Graduate degree
748,Male,South Atlantic,Yes,No,No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Some,Very important,51,51641,Some college or Associate degree
749,Male,East North Central,Yes,Yes,No,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,A lot,Very important,36,125745,Some college or Associate degree
750,Male,Pacific,Yes,No,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,27,158106,Graduate degree
751,Male,Pacific,Yes,No,No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not much,Very important,59,49250,High school degree
752,not Male,East North Central,Yes,Yes,Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,41,135738,Bachelor degree
753,not Male,West South Central,Yes,Yes,Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Singular,Not at all,Very important,21,21066,Some college or Associate degree
