respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
576,Occasionally,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,Somewhat,Yes,No,No,not_Female,66,$50-100k,Some college or Associate degree,college,Pacific
577,Occasionally,Never,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Yes,No,No,Female,53,$50-100k,High school degree,HS,Pacific
578,Occasionally,Once in a while,66,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,40,>$150k,Graduate degree,college,Mountain
579,Occasionally,Never,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,29,$50-100k,Some college or Associate degree,college,East North Central
580,Occasionally,About half the time,67,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,not_Female,52,$25-50k,Graduate degree,college,Mountain
581,Occasionally,Always,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,No,No,Female,70,$50-100k,Graduate degree,college,South Atlantic
582,Occasionally,Always,70,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,Somewhat,Somewhat,Somewhat,Yes,No,No,not_Female,84,$100-150k,Graduate degree,college,Pacific
583,Occasionally,Once in a while,64,No,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,Somewhat,Yes,No,No,Female,25,$50-100k,Some college or Associate degree,college,Middle Atlantic
584,Occasionally,Usually,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Yes,Somewhat,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,Yes,Yes,No,No,not_Female,69,$25-50k,Bachelor degree,college,East North Central
585,Occasionally,Once in a while,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Yes,Yes,No,No,No,No,Female,19,$50-100k,Bachelor degree,college,South Atlantic
586,Occasionally,Always,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,Female,58,>$150k,Graduate degree,college,New England
587,Occasionally,Once in a while,65,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,No,Somewhat,Somewhat,No,No,No,No,No,No,Female,68,>$150k,Graduate degree,college,East South Central
588,Occasionally,Usually,72,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,64,>$150k,Graduate degree,college,West South Central
589,Occasionally,Usually,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,No,No,Yes,not_Female,49,>$150k,Bachelor degree,college,South Atlantic
590,Occasionally,Usually,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,Somewhat,Somewhat,No,Somewhat,Yes,No,Female,18,$25-50k,High school degree,HS,East North Central
591,Occasionally,Once in a while,65,Yes,The arm rests should be shared,The person by the window,Everyone in the row should have some say,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,No,Somewhat,No,No,not_Female,53,$50-100k,Graduate degree,college,West North Central
592,Occasionally,Always,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Yes,No,No,not_Female,28,<$25k,Bachelor degree,college,Pacific
593,Occasionally,Usually,73,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,No,No,not_Female,41,$100-150k,Bachelor degree,college,West North Central
594,Occasionally,Never,61,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Yes,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Yes,No,No,Female,28,$25-50k,High school degree,HS,Middle Atlantic
595,Occasionally,Usually,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,34,$100-150k,Graduate degree,college,Middle Atlantic
596,Occasionally,Once in a while,65,No,Whoever puts their arm on the arm rest first,The person in aisle,Everyone in the row should have some say,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,27,$50-100k,Bachelor degree,college,Mountain
597,Occasionally,Once in a while,70,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,No,Yes,No,not_Female,51,$50-100k,Bachelor degree,college,New England
598,Occasionally,Never,70,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,No,Somewhat,No,No,Female,50,$25-50k,High school degree,HS,West South Central
599,Occasionally,Usually,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Yes,No,Yes,No,No,Female,22,$25-50k,Some college or Associate degree,college,South Atlantic
600,Occasionally,Once in a while,65,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Yes,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,20,$50-100k,High school degree,HS,South Atlantic
601,Occasionally,Always,73,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,No,No,No,Somewhat,Somewhat,Somewhat,No,No,not_Female,33,$100-150k,Bachelor degree,college,Middle Atlantic
602,Occasionally,Never,64,Yes,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Somewhat,No,No,not_Female,51,$25-50k,Bachelor degree,college,East North Central
603,Occasionally,Always,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,Yes,Yes,Female,53,$25-50k,Graduate degree,college,Middle Atlantic
604,Occasionally,Never,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,Somewhat,Somewhat,No,Somewhat,No,Yes,No,No,not_Female,69,$25-50k,Some college or Associate degree,college,Pacific
605,Occasionally,Never,65,No,Other (please specify),The person in aisle,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,Yes,Yes,No,No,No,No,Female,24,$50-100k,Some college or Associate degree,college,South Atlantic
